Job profession,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist
Poet,19,20,11,5,9,12,16,14
Poet,19,19,11,10,9,12,19,12
Poet,19,19,13,7,9,12,17,11
Poet,19,19,11,6,9,12,15,13
Poet,19,19,14,5,9,13,17,11
Poet,17,19,12,7,9,13,15,14
Poet,15,19,11,9,9,13,16,12
Poet,16,19,11,6,9,13,19,11
Poet,19,19,13,5,9,13,17,13
Poet,18,19,11,10,9,13,15,11
Poet,19,19,14,8,8,13,17,14
Poet,19,19,12,5,8,13,15,12
Poet,19,19,11,10,8,13,16,11
Poet,19,18,12,7,8,13,19,13
Poet,18,18,11,6,8,13,17,11
Poet,18,18,13,5,8,13,15,14
Poet,17,18,11,7,8,14,17,12
Poet,15,18,14,9,8,14,15,11
Poet,16,18,12,6,8,14,16,13
Poet,19,18,11,5,8,14,19,11
Poet,17,18,12,10,8,14,17,14
Poet,15,18,11,8,8,14,15,12
Poet,16,18,13,5,8,14,17,11
Poet,19,18,11,10,8,14,15,13
Poet,18,18,14,7,8,14,16,11
Poet,18,18,12,5,7,14,19,11
Poet,18,18,11,10,7,14,17,13
Poet,18,18,13,8,6,14,15,11
Poet,17,18,11,5,6,14,17,14
Poet,15,18,13,10,7,11,15,12
Poet,16,18,11,7,5,11,17,11
Poet,19,18,14,6,9,11,15,13
Poet,18,18,12,5,8,11,16,11
Poet,17,18,11,7,7,11,19,14
Poet,17,18,13,9,7,11,17,12
Poet,17,18,14,6,7,11,15,11
Broadcaster,17,11,19,11,8,18,7,12
Broadcaster,18,14,19,11,5,15,8,12
Broadcaster,19,13,19,14,10,17,5,12
Broadcaster,20,11,19,13,7,19,10,12
Broadcaster,19,11,19,12,6,20,7,12
Broadcaster,18,11,19,12,8,18,6,12
Broadcaster,17,11,19,12,5,18,8,12
Broadcaster,16,14,19,12,10,15,5,12
Broadcaster,17,13,19,11,7,17,10,12
Broadcaster,18,11,19,11,6,19,7,12
Broadcaster,19,11,19,14,8,20,6,12
Broadcaster,20,11,19,13,5,18,8,11
Broadcaster,19,11,19,12,10,18,5,11
Broadcaster,18,14,19,12,7,15,10,11
Broadcaster,17,13,19,12,6,17,7,11
Broadcaster,16,11,19,12,8,19,6,11
Broadcaster,17,11,19,12,5,20,8,11
Broadcaster,18,11,19,13,10,18,5,11
Broadcaster,19,14,19,11,7,18,10,11
Broadcaster,20,13,16,11,6,15,7,11
Broadcaster,19,11,16,14,8,17,6,11
Broadcaster,18,12,16,13,5,19,8,11
Broadcaster,17,11,16,13,10,20,5,11
Broadcaster,16,14,16,13,7,18,10,13
Broadcaster,17,13,16,13,6,15,7,13
Broadcaster,18,11,16,13,8,17,6,13
Broadcaster,19,12,16,11,5,19,5,13
Broadcaster,20,11,16,11,10,20,8,13
Broadcaster,19,14,16,14,7,18,5,13
Broadcaster,18,13,16,13,6,15,10,13
Broadcaster,17,11,16,14,8,17,7,13
Broadcaster,16,12,16,14,5,19,6,13
Broadcaster,17,11,16,14,10,20,8,13
Broadcaster,18,14,16,14,7,18,5,13
Broadcaster,19,13,16,14,6,15,10,13
Broadcaster,20,11,16,11,8,17,7,13
Broadcaster,19,13,16,11,5,19,6,13
Broadcaster,18,11,17,14,10,20,8,13
Broadcaster,17,14,17,13,7,17,5,13
Broadcaster,16,13,17,11,6,18,10,14
Broadcaster,16,11,17,11,8,15,7,14
Broadcaster,17,14,17,11,5,17,6,14
Broadcaster,18,11,17,14,10,19,8,14
Broadcaster,19,14,17,13,7,20,5,14
Broadcaster,20,13,17,11,6,17,10,14
Broadcaster,19,11,17,11,8,18,7,14
Broadcaster,18,14,17,11,5,15,6,14
Broadcaster,17,13,17,14,10,17,9,14
Broadcaster,16,11,17,13,7,19,8,14
Broadcaster,17,11,17,11,6,20,7,14
Artist,12,18,12,5,10,12,15,18
Artist,13,19,13,5,9,12,15,15
Artist,14,18,14,6,7,12,15,17
Artist,11,15,11,6,6,12,15,19
Artist,14,17,12,7,5,12,15,20
Artist,13,18,12,7,9,12,15,18
Artist,12,20,13,8,8,12,15,15
Artist,11,18,14,8,7,12,15,17
Artist,12,19,11,9,6,12,15,19
Artist,13,18,12,9,5,12,15,20
Artist,14,15,12,5,9,12,15,18
Artist,11,17,13,5,10,12,15,15
Artist,14,18,14,5,10,12,15,17
Artist,13,20,11,6,9,12,15,19
Artist,12,18,12,6,7,12,15,20
Artist,11,18,13,7,6,12,15,18
Artist,12,19,14,7,5,12,17,15
Artist,13,18,11,8,9,12,17,17
Artist,14,15,12,8,8,12,17,19
Artist,11,17,12,9,7,12,17,20
Artist,14,18,13,9,6,12,17,18
Artist,13,20,14,5,5,12,17,15
Artist,12,19,11,5,9,12,17,17
Artist,11,18,14,6,10,13,17,19
Artist,12,19,12,6,10,13,17,20
Artist,13,18,13,7,9,13,17,18
Artist,14,15,14,7,7,13,17,15
Artist,11,17,11,8,6,13,17,17
Artist,14,18,14,8,5,13,17,19
Artist,13,20,12,9,9,13,17,20
Artist,12,16,13,9,8,13,17,18
Artist,11,18,14,7,7,13,18,18
Artist,13,19,11,7,6,13,18,15
Artist,12,18,12,5,5,13,18,17
Artist,13,15,13,5,9,13,18,19
Artist,14,17,14,6,10,13,18,20
Artist,11,18,11,6,10,14,18,18
Artist,14,20,14,7,9,14,18,15
Artist,13,16,12,7,7,14,18,17
Artist,12,18,13,5,6,14,18,19
Artist,11,19,14,5,5,14,18,20
Artist,13,18,11,6,9,14,18,18
Artist,12,15,11,6,8,14,18,15
Artist,13,17,12,7,7,14,18,17
Artist,14,18,13,7,6,14,18,19
Artist,11,20,14,8,5,14,20,18
Artist,14,17,12,8,9,14,20,15
Artist,13,16,13,9,10,14,20,17
Artist,12,19,14,6,8,14,20,19
Artist,11,17,11,9,7,14,20,20
Graphic Designer,11,5,5,20,19,11,13,10
Graphic Designer,12,6,6,18,19,11,13,10
Graphic Designer,14,7,5,17,19,11,13,10
Graphic Designer,11,5,7,16,19,11,13,10
Graphic Designer,12,6,8,16,19,11,13,10
Graphic Designer,14,7,7,15,19,11,13,10
Graphic Designer,11,5,8,20,19,11,13,10
Graphic Designer,12,6,9,18,19,11,13,10
Graphic Designer,14,7,10,17,19,11,13,10
Graphic Designer,11,5,5,16,19,11,13,10
Graphic Designer,12,6,6,16,18,11,13,10
Graphic Designer,14,7,5,15,18,11,13,10
Graphic Designer,11,6,7,20,18,11,13,6
Graphic Designer,12,8,8,18,18,11,13,6
Graphic Designer,14,9,7,17,18,11,13,6
Graphic Designer,11,10,8,16,18,11,13,6
Graphic Designer,12,7,9,16,18,11,13,6
Graphic Designer,14,6,10,15,18,11,14,6
Graphic Designer,11,8,5,20,18,11,14,6
Graphic Designer,12,9,6,18,18,14,14,6
Graphic Designer,14,10,5,17,18,14,14,6
Graphic Designer,11,7,7,16,18,14,14,6
Graphic Designer,12,6,8,16,17,14,14,6
Graphic Designer,14,8,7,15,17,14,14,6
Graphic Designer,14,9,8,20,17,14,12,6
Graphic Designer,13,10,9,18,17,14,12,6
Graphic Designer,12,7,10,17,17,14,12,6
Graphic Designer,11,6,5,16,17,11,12,6
Graphic Designer,12,8,6,16,17,11,12,6
Graphic Designer,14,9,5,15,17,11,12,8
Graphic Designer,14,10,7,20,17,11,12,8
Graphic Designer,13,7,8,18,17,11,12,8
Graphic Designer,12,6,7,17,15,11,12,8
Graphic Designer,11,8,8,16,15,11,12,8
Graphic Designer,12,9,9,16,15,12,12,8
Graphic Designer,14,10,10,15,15,12,13,8
Graphic Designer,14,7,5,20,15,12,13,8
Graphic Designer,13,6,6,18,15,12,13,8
Graphic Designer,12,8,5,17,15,12,13,8
Graphic Designer,11,9,7,16,15,12,13,8
Graphic Designer,12,10,8,16,15,13,13,8
Graphic Designer,14,7,7,15,15,13,13,8
Graphic Designer,14,6,8,20,15,13,13,8
Graphic Designer,13,8,9,18,15,13,13,8
Graphic Designer,12,9,10,17,19,13,12,8
Graphic Designer,11,10,5,16,19,13,12,8
Graphic Designer,14,7,6,16,19,13,12,8
Graphic Designer,13,6,7,15,19,13,12,8
Graphic Designer,12,8,8,17,19,13,12,8
Graphic Designer,11,9,9,18,19,13,12,8
Fashion Designer,5,7,11,11,10,18,16,15
Fashion Designer,6,7,12,11,9,18,16,15
Fashion Designer,7,8,14,11,8,18,16,15
Fashion Designer,8,8,11,11,7,18,16,15
Fashion Designer,8,9,12,11,10,18,16,15
Fashion Designer,7,9,14,11,9,18,16,15
Fashion Designer,6,7,11,11,8,18,16,15
Fashion Designer,5,7,12,11,7,18,16,15
Fashion Designer,5,8,14,11,10,18,16,15
Fashion Designer,6,8,11,11,9,18,16,15
Fashion Designer,7,9,12,11,8,18,16,15
Fashion Designer,8,9,14,13,7,18,16,15
Fashion Designer,8,7,11,13,10,18,16,15
Fashion Designer,7,7,12,13,9,18,16,15
Fashion Designer,6,8,14,13,8,18,16,15
Fashion Designer,5,8,11,13,7,18,16,15
Fashion Designer,5,9,12,13,10,18,16,15
Fashion Designer,6,9,14,13,9,18,16,15
Fashion Designer,7,7,11,13,8,18,16,15
Fashion Designer,8,7,12,13,7,18,16,15
Fashion Designer,8,8,14,13,10,18,16,15
Fashion Designer,7,8,11,13,9,18,16,15
Fashion Designer,6,9,12,14,8,18,16,15
Fashion Designer,5,9,14,14,7,18,16,15
Fashion Designer,5,7,14,14,10,18,16,15
Fashion Designer,6,7,13,14,9,18,16,15
Fashion Designer,7,8,12,14,8,18,16,15
Fashion Designer,8,8,11,14,7,18,16,15
Fashion Designer,8,9,12,14,10,18,16,15
Fashion Designer,7,9,14,14,9,18,16,15
Fashion Designer,6,7,14,14,8,18,16,15
Fashion Designer,5,7,13,14,7,18,16,15
Fashion Designer,5,8,12,14,10,18,16,15
Fashion Designer,6,8,11,13,9,18,16,15
Fashion Designer,7,9,12,13,8,18,16,15
Fashion Designer,8,9,14,13,7,18,16,15
Fashion Designer,8,7,14,13,10,18,16,15
Fashion Designer,7,7,13,13,9,18,16,15
Fashion Designer,6,8,12,13,8,18,16,15
Fashion Designer,5,8,11,13,7,18,16,15
Fashion Designer,5,9,12,13,10,18,16,15
Fashion Designer,6,9,14,12,9,18,16,15
Fashion Designer,7,7,14,12,8,18,16,15
Fashion Designer,8,7,13,12,7,18,16,15
Fashion Designer,8,8,12,12,10,18,16,15
Fashion Designer,7,8,11,12,9,18,16,15
Fashion Designer,6,9,14,12,8,18,16,15
Fashion Designer,5,9,13,12,7,18,16,15
Fashion Designer,6,8,12,12,6,18,16,15
Fashion Designer,8,6,11,12,7,18,16,15
Interior Decorator,11,7,5,20,16,17,12,14
Interior Decorator,12,7,6,19,16,17,12,14
Interior Decorator,13,7,7,18,16,17,12,14
Interior Decorator,12,7,8,17,16,17,12,14
Interior Decorator,14,7,8,16,16,17,12,14
Interior Decorator,11,7,7,15,16,17,12,14
Interior Decorator,12,7,6,20,16,17,12,14
Interior Decorator,13,7,5,19,16,17,12,14
Interior Decorator,12,7,5,18,16,17,12,14
Interior Decorator,14,7,6,17,16,17,12,14
Interior Decorator,11,7,7,16,16,17,13,14
Interior Decorator,12,7,8,15,16,17,13,11
Interior Decorator,13,7,8,20,16,17,13,11
Interior Decorator,12,7,7,19,16,18,13,11
Interior Decorator,14,7,6,18,16,18,13,11
Interior Decorator,11,7,5,17,16,18,13,11
Interior Decorator,12,7,5,16,15,18,13,11
Interior Decorator,13,7,6,15,15,18,13,11
Interior Decorator,12,7,7,20,15,18,13,11
Interior Decorator,14,7,8,19,15,18,13,11
Interior Decorator,11,7,8,18,15,18,13,11
Interior Decorator,12,7,7,17,15,18,12,11
Interior Decorator,13,7,6,16,15,18,12,13
Interior Decorator,12,7,5,15,15,18,12,13
Interior Decorator,14,7,5,20,15,18,12,13
Interior Decorator,11,7,6,19,15,18,12,13
Interior Decorator,12,7,7,18,15,15,12,13
Interior Decorator,13,7,8,17,15,15,12,13
Interior Decorator,12,7,8,16,15,15,12,13
Interior Decorator,14,7,7,15,15,15,12,13
Interior Decorator,11,7,6,20,15,15,12,13
Interior Decorator,12,7,5,19,15,15,12,13
Interior Decorator,13,7,5,18,18,15,14,11
Interior Decorator,12,7,6,17,18,15,14,11
Interior Decorator,14,7,7,16,18,15,14,11
Interior Decorator,11,7,8,15,18,19,14,11
Interior Decorator,12,7,8,20,18,19,14,11
Interior Decorator,13,7,7,19,18,19,14,11
Interior Decorator,12,7,6,18,18,19,14,11
Interior Decorator,14,7,5,17,18,19,14,11
Interior Decorator,11,7,5,16,18,19,14,11
Interior Decorator,12,7,6,15,18,19,14,11
Interior Decorator,13,7,7,20,18,19,14,11
Interior Decorator,12,7,8,19,18,19,14,11
Interior Decorator,14,7,8,18,18,19,14,11
Interior Decorator,11,7,7,17,19,19,14,11
Interior Decorator,12,7,6,16,19,19,14,11
Interior Decorator,13,7,5,15,19,19,14,11
Interior Decorator,12,7,6,17,19,19,14,11
Interior Decorator,14,7,8,16,19,19,14,11
Pilot,6,5,18,19,11,13,7,20
Pilot,6,6,17,19,12,13,7,19
Pilot,6,7,16,19,13,13,8,18
Pilot,6,8,16,19,12,13,8,17
Pilot,6,8,18,19,14,13,7,20
Pilot,6,7,17,19,11,13,6,19
Pilot,6,6,16,19,12,13,5,18
Pilot,6,5,16,19,13,13,5,17
Pilot,6,5,18,19,12,13,6,20
Pilot,6,6,17,19,14,13,7,19
Pilot,6,7,16,19,11,13,8,18
Pilot,6,8,16,19,12,13,7,17
Pilot,6,8,18,19,13,13,6,20
Pilot,8,7,17,19,12,13,7,19
Pilot,8,6,16,19,14,13,7,18
Pilot,8,5,16,19,11,13,9,17
Pilot,8,5,18,19,12,13,9,20
Pilot,8,6,17,19,13,13,8,19
Pilot,8,7,16,19,12,13,8,18
Pilot,8,8,16,17,14,13,7,17
Pilot,8,8,16,17,11,14,6,20
Pilot,8,7,16,17,12,14,9,19
Pilot,8,6,18,17,13,14,5,18
Pilot,8,5,17,17,12,14,5,17
Pilot,8,5,16,17,14,14,6,20
Pilot,8,6,16,17,11,14,7,19
Pilot,9,7,18,17,12,14,7,18
Pilot,9,8,17,17,13,14,6,17
Pilot,9,8,16,17,12,14,8,20
Pilot,9,7,16,17,14,14,8,19
Pilot,9,6,16,17,11,14,8,18
Pilot,9,5,16,17,12,14,8,17
Pilot,9,5,18,15,13,14,8,20
Pilot,9,6,17,15,12,14,7,19
Pilot,9,7,16,15,14,14,6,18
Pilot,10,8,16,15,11,12,5,17
Pilot,10,8,18,15,12,12,5,20
Pilot,10,7,17,15,13,12,6,19
Pilot,10,6,16,15,12,12,7,18
Pilot,10,5,16,15,14,12,8,17
Pilot,10,5,16,15,11,12,5,20
Pilot,10,6,16,15,12,12,5,19
Pilot,5,7,18,15,13,12,6,18
Pilot,5,8,17,15,12,12,7,17
Pilot,5,8,16,15,14,12,5,20
Pilot,5,7,16,15,11,12,5,19
Pilot,5,6,18,15,12,12,5,18
Pilot,6,5,17,15,13,12,6,17
Pilot,7,6,16,15,12,12,7,16
Pilot,5,8,16,15,14,12,5,17
Psychologist,12,11,5,20,7,18,20,13
Psychologist,12,12,5,20,7,17,17,13
Psychologist,12,13,5,20,7,20,20,12
Psychologist,12,12,5,20,7,19,19,12
Psychologist,12,14,5,19,7,18,18,14
Psychologist,12,11,5,18,7,17,17,11
Psychologist,11,12,5,17,7,20,20,11
Psychologist,12,13,5,20,7,18,19,13
Psychologist,13,12,5,19,7,17,18,13
Psychologist,12,14,5,18,7,20,20,12
Psychologist,14,11,5,17,7,19,17,12
Psychologist,11,12,5,20,7,18,20,14
Psychologist,12,13,5,20,7,17,19,11
Psychologist,13,12,5,20,7,20,18,11
Psychologist,12,14,5,20,7,18,17,13
Psychologist,14,11,5,20,7,17,20,13
Psychologist,11,11,5,19,7,20,19,12
Psychologist,12,11,5,19,6,19,18,12
Psychologist,13,11,5,19,6,18,20,14
Psychologist,12,11,5,19,6,17,17,11
Psychologist,14,11,5,19,6,20,20,11
Psychologist,14,12,5,19,6,18,19,13
Psychologist,14,12,5,18,6,17,18,13
Psychologist,14,11,6,17,6,20,17,13
Psychologist,14,12,6,20,6,19,20,12
Psychologist,14,13,6,19,6,18,19,12
Psychologist,14,12,6,18,6,17,18,14
Psychologist,14,14,6,17,6,20,20,11
Psychologist,11,11,6,19,6,18,17,11
Psychologist,12,12,6,19,6,17,20,13
Psychologist,13,13,6,19,6,20,19,13
Psychologist,12,12,6,19,9,19,18,13
Psychologist,14,14,6,18,9,18,17,12
Psychologist,11,11,6,17,9,17,20,12
Psychologist,12,12,6,20,9,20,19,14
Psychologist,13,13,6,19,9,18,18,11
Psychologist,12,12,6,18,9,17,20,11
Psychologist,14,14,6,17,9,20,17,13
Psychologist,11,11,6,18,9,19,20,13
Psychologist,12,11,6,18,9,18,19,13
Psychologist,13,11,6,18,9,17,18,12
Psychologist,12,11,9,19,9,20,17,12
Psychologist,14,11,9,18,10,18,20,14
Psychologist,13,11,9,17,10,17,19,13
Psychologist,12,11,9,20,10,20,20,13
Psychologist,13,12,9,19,10,19,19,12
Psychologist,12,13,9,18,10,18,18,12
Psychologist,14,12,9,17,10,17,17,14
Psychologist,13,14,9,17,10,20,18,11
Psychologist,13,11,9,17,10,17,15,11
Philosopher,12,5,7,20,5,18,20,12
Philosopher,12,5,7,19,5,19,19,12
Philosopher,13,5,8,18,5,18,18,12
Philosopher,13,5,8,17,5,17,17,12
Philosopher,12,5,9,16,5,20,16,12
Philosopher,12,5,9,15,5,19,15,12
Philosopher,14,7,7,20,5,18,20,12
Philosopher,11,8,7,19,5,17,19,12
Philosopher,11,8,8,18,5,18,18,12
Philosopher,12,9,8,17,5,18,17,12
Philosopher,12,9,9,16,5,18,16,12
Philosopher,12,7,9,15,5,18,15,12
Philosopher,13,5,7,20,5,19,20,12
Philosopher,13,5,7,19,5,18,19,12
Philosopher,12,7,8,18,5,17,18,12
Philosopher,12,8,8,17,5,20,17,12
Philosopher,14,8,9,16,5,19,16,12
Philosopher,11,9,9,15,5,18,15,12
Philosopher,11,9,7,20,5,17,20,12
Philosopher,12,7,7,19,5,19,19,12
Philosopher,13,5,8,18,5,19,18,12
Philosopher,13,5,8,17,5,19,17,14
Philosopher,12,5,9,16,5,18,16,14
Philosopher,12,7,9,15,6,17,15,14
Philosopher,14,8,7,20,6,20,20,14
Philosopher,11,8,7,19,6,19,19,14
Philosopher,13,9,8,18,6,18,18,14
Philosopher,14,9,8,17,6,17,17,14
Philosopher,13,7,9,16,6,19,16,14
Philosopher,11,6,9,15,6,19,15,14
Philosopher,13,6,7,20,6,19,20,14
Philosopher,12,6,7,19,6,15,19,14
Philosopher,13,6,8,18,6,15,18,14
Philosopher,13,6,8,17,6,15,17,14
Philosopher,12,6,9,16,6,19,16,14
Philosopher,12,6,9,15,6,18,15,14
Philosopher,14,6,7,20,6,17,20,14
Philosopher,11,6,7,19,6,20,19,13
Philosopher,11,6,8,18,6,19,18,13
Philosopher,13,6,8,17,6,18,17,13
Philosopher,13,6,9,16,6,17,16,13
Philosopher,13,9,9,15,9,15,15,13
Philosopher,13,9,7,20,9,19,20,13
Philosopher,12,9,7,19,9,18,19,13
Philosopher,12,9,8,18,9,17,18,13
Philosopher,14,9,8,17,9,20,17,13
Philosopher,11,9,9,16,9,19,16,13
Philosopher,11,9,9,15,9,18,15,13
Philosopher,13,9,8,17,9,17,17,13
Philosopher,11,9,6,16,9,16,16,13
Writer,18,12,7,20,5,12,20,12
Writer,19,12,7,19,5,12,19,12
Writer,18,12,8,18,5,12,18,12
Writer,17,12,8,17,5,12,17,12
Writer,20,12,9,16,5,12,16,12
Writer,19,12,9,15,5,12,15,12
Writer,18,12,7,20,5,12,20,12
Writer,17,12,7,19,5,12,19,12
Writer,18,12,8,18,5,12,18,12
Writer,19,12,8,17,5,12,17,12
Writer,18,12,9,16,5,12,16,12
Writer,17,12,9,15,5,12,15,12
Writer,20,12,7,20,5,12,20,12
Writer,19,12,7,19,5,12,19,12
Writer,18,12,8,18,5,12,18,12
Writer,17,12,8,17,5,12,17,12
Writer,18,12,9,16,5,12,16,12
Writer,19,12,9,15,5,12,15,12
Writer,18,12,7,20,5,12,20,12
Writer,17,12,7,19,5,12,19,12
Writer,20,12,8,18,5,12,18,12
Writer,19,14,8,17,5,14,17,14
Writer,18,14,9,16,5,14,16,14
Writer,17,14,9,15,6,14,15,14
Writer,19,14,7,20,6,14,20,14
Writer,19,14,7,19,6,14,19,14
Writer,19,14,8,18,6,14,18,14
Writer,18,14,8,17,6,14,17,14
Writer,17,14,9,16,6,14,16,14
Writer,20,14,9,15,6,14,15,14
Writer,19,14,7,20,6,14,20,14
Writer,18,14,7,19,6,14,19,14
Writer,17,14,8,18,6,14,18,14
Writer,15,14,8,17,6,14,17,14
Writer,15,14,9,16,6,14,16,14
Writer,15,14,9,15,6,14,15,14
Writer,19,14,7,20,6,14,20,14
Writer,18,13,7,19,6,13,19,13
Writer,17,13,8,18,6,13,18,13
Writer,20,13,8,17,6,13,17,13
Writer,19,13,9,16,6,13,16,13
Writer,18,13,9,15,9,13,15,13
Writer,17,13,7,20,9,13,20,13
Writer,16,13,7,19,9,13,19,13
Writer,16,13,8,18,9,13,18,13
Writer,16,13,8,17,9,13,17,13
Writer,16,13,9,16,9,13,16,13
Writer,16,13,9,15,9,13,15,13
Writer,16,13,8,17,9,13,17,13
Writer,16,13,6,16,9,13,16,13
Criminologist,5,7,12,20,11,18,20,12
Criminologist,6,7,11,19,12,16,19,13
Criminologist,8,8,13,18,13,18,18,12
Criminologist,9,8,14,17,14,16,17,14
Criminologist,10,9,11,16,13,15,16,12
Criminologist,5,9,12,15,12,18,15,11
Criminologist,6,7,13,20,11,19,20,12
Criminologist,8,7,14,19,11,18,19,11
Criminologist,9,8,13,18,12,18,18,12
Criminologist,10,8,11,17,13,18,17,13
Criminologist,5,9,12,16,14,18,16,12
Criminologist,6,9,14,15,13,18,15,12
Criminologist,8,7,12,20,12,16,20,12
Criminologist,9,7,12,19,11,15,19,12
Criminologist,10,8,11,18,11,18,18,12
Criminologist,5,8,13,17,12,19,17,12
Criminologist,6,9,14,16,13,18,16,12
Criminologist,8,9,11,15,14,18,15,12
Criminologist,9,7,12,20,13,19,20,12
Criminologist,10,7,13,19,12,18,19,12
Criminologist,5,8,14,18,11,16,18,12
Criminologist,7,8,13,17,11,15,17,14
Criminologist,6,9,11,16,12,18,16,14
Criminologist,5,9,12,15,13,19,15,14
Criminologist,8,7,14,20,14,19,20,14
Criminologist,9,7,12,19,13,19,19,14
Criminologist,5,8,11,18,12,19,18,14
Criminologist,6,8,13,17,11,19,17,14
Criminologist,8,9,14,16,11,19,16,14
Criminologist,9,9,11,15,12,19,15,14
Criminologist,10,7,12,20,13,19,20,14
Criminologist,5,7,13,19,14,15,19,14
Criminologist,7,8,14,18,13,18,18,14
Criminologist,6,8,13,17,12,16,17,14
Criminologist,5,9,11,16,11,15,16,14
Criminologist,8,9,12,15,14,18,15,14
Criminologist,9,7,14,20,14,19,20,14
Criminologist,5,7,12,19,13,15,19,13
Criminologist,6,8,11,18,13,15,18,13
Criminologist,8,8,13,17,13,15,17,13
Criminologist,9,9,14,16,13,15,16,13
Criminologist,10,9,11,15,13,15,15,13
Criminologist,5,7,12,20,13,16,20,13
Criminologist,7,7,13,19,13,16,19,13
Criminologist,6,8,14,18,13,18,18,13
Criminologist,5,8,13,17,13,16,17,13
Criminologist,8,9,11,16,13,15,16,13
Criminologist,9,9,12,15,13,18,15,13
Criminologist,7,8,14,17,13,19,17,13
Criminologist,9,6,13,16,13,16,16,13
Company secretary,20,7,12,17,12,20,18,5
Company secretary,19,7,12,16,11,19,17,5
Company secretary,18,8,12,15,13,18,16,5
Company secretary,17,8,12,20,14,17,15,5
Company secretary,16,9,12,19,11,16,20,5
Company secretary,15,9,12,18,12,15,19,5
Company secretary,20,7,12,17,13,20,18,5
Company secretary,19,7,12,16,14,19,17,5
Company secretary,18,8,12,17,13,18,16,5
Company secretary,17,8,12,16,11,17,17,5
Company secretary,16,9,12,15,12,16,16,5
Company secretary,15,9,12,20,14,15,15,5
Company secretary,20,7,12,19,12,20,20,5
Company secretary,19,7,12,18,12,19,19,5
Company secretary,18,8,12,17,11,18,18,5
Company secretary,17,8,12,16,13,17,17,5
Company secretary,16,9,12,17,14,16,16,5
Company secretary,15,9,12,16,11,15,17,5
Company secretary,20,7,12,15,12,20,16,5
Company secretary,19,7,12,20,13,19,15,5
Company secretary,18,8,12,19,14,18,20,5
Company secretary,17,8,14,18,13,17,19,5
Company secretary,16,9,14,17,11,16,18,5
Company secretary,15,9,14,16,12,15,17,6
Company secretary,20,7,14,17,14,20,16,6
Company secretary,19,7,14,16,12,19,17,6
Company secretary,18,8,14,15,11,18,16,6
Company secretary,17,8,14,20,13,17,15,6
Company secretary,16,9,14,19,14,16,20,6
Company secretary,15,9,14,18,11,15,19,6
Company secretary,20,7,14,17,12,20,18,6
Company secretary,19,7,14,16,13,19,17,6
Company secretary,18,8,14,17,14,18,16,6
Company secretary,17,8,14,16,13,17,17,6
Company secretary,16,9,14,15,11,16,16,6
Company secretary,15,9,14,20,12,15,15,6
Company secretary,20,7,14,19,14,20,20,6
Company secretary,19,7,13,18,12,19,19,6
Company secretary,18,8,13,17,11,18,18,6
Company secretary,17,8,13,16,13,17,17,6
Company secretary,16,9,13,17,14,16,16,6
Company secretary,15,9,13,16,11,15,17,9
Company secretary,20,7,13,15,12,20,16,9
Company secretary,19,7,13,20,13,19,15,9
Company secretary,18,8,13,19,14,18,20,9
Company secretary,17,8,13,18,13,17,19,9
Company secretary,16,9,13,17,11,16,18,9
Company secretary,15,9,13,16,12,15,17,9
Company secretary,17,8,13,16,14,17,16,9
Company secretary,16,6,13,16,13,16,17,9
Marketing,16,5,12,20,10,18,11,8
Marketing,17,6,13,19,9,18,11,7
Marketing,18,7,14,18,8,18,11,9
Marketing,19,9,11,17,7,18,11,10
Marketing,20,8,12,16,6,18,11,8
Marketing,16,10,13,15,5,18,11,7
Marketing,17,10,14,15,10,18,11,9
Marketing,18,9,11,16,9,18,11,10
Marketing,19,8,12,17,8,18,11,10
Marketing,20,7,13,18,7,18,12,9
Marketing,16,6,14,19,6,18,12,8
Marketing,17,5,11,20,5,18,12,7
Marketing,18,10,12,15,5,18,12,6
Marketing,19,9,13,16,6,16,12,5
Marketing,20,8,14,17,7,16,12,10
Marketing,16,7,11,18,8,16,12,9
Marketing,17,6,12,19,9,16,12,8
Marketing,18,5,13,20,10,16,13,7
Marketing,19,10,14,15,10,16,13,6
Marketing,20,9,11,16,9,16,13,5
Marketing,16,8,11,17,8,17,13,10
Marketing,17,7,12,18,7,17,13,9
Marketing,18,6,13,19,6,17,13,8
Marketing,19,5,14,20,5,17,13,7
Marketing,20,10,11,15,5,17,13,6
Marketing,16,9,12,16,6,17,14,5
Marketing,17,8,13,17,7,17,14,10
Marketing,18,7,14,18,8,17,14,9
Marketing,19,6,11,19,9,17,14,8
Marketing,20,5,12,20,10,17,14,7
Marketing,20,10,13,20,10,17,14,6
Marketing,19,9,14,19,9,15,14,5
Marketing,18,8,11,18,8,15,14,10
Marketing,17,7,12,17,7,15,14,9
Marketing,16,6,13,16,6,15,14,8
Marketing,15,5,14,15,5,15,12,7
Marketing,20,10,11,15,5,15,12,6
Marketing,19,9,12,16,6,15,12,5
Marketing,18,8,13,17,7,15,12,10
Marketing,17,7,14,18,8,15,12,9
Marketing,16,6,11,19,9,15,12,8
Marketing,15,5,12,20,10,15,12,7
Marketing,20,10,13,20,10,19,12,6
Marketing,19,9,14,19,9,19,12,5
Marketing,18,8,11,18,8,19,13,10
Marketing,17,7,12,17,7,19,13,9
Marketing,16,6,13,16,6,19,13,8
Marketing,15,5,14,15,5,19,13,7
