job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,salary_tier
AIJOB1254,Senior ML Engineer,AI Engineering,Senior,11,Associate's,228000.0,180000,312000,Berlin,Germany,On-site,Mid-size (501-5000),Manufacturing,system design | python | machine learning operations | distributed systems | pytorch | llm fine-tuning | agile | problem solving,11.3,96,19.8,7.4,2026,3,1,0,0,Senior ($200-300k)
AIJOB1255,Robotics Engineer (AI),Robotics,Mid,7,PhD,155000.0,125000,240000,Amsterdam,Netherlands,On-site,Mid-size (501-5000),Education,simulation | c++ | computer vision | control systems | cloud,17.8,76,25.7,8.0,2025,1,0,0,0,Upper-Mid ($150-200k)
AIJOB1256,Multimodal AI Engineer,AI Engineering,Senior,7,Associate's,239000.0,160000,300000,Zurich,Switzerland,Hybrid,Enterprise (5000+),Research,pytorch | vision-language models | python | api | fine-tuning | agile | problem solving | communication,14.0,90,13.4,8.0,2025,12,1,1,0,Senior ($200-300k)
AIJOB1257,MLOps Engineer,ML Operations,Senior,7,Bachelor's,152000.0,130000,260000,Toronto,Canada,Fully Remote,Startup (1-50),Healthcare,ci/cd | cloud | kubernetes | python | monitoring | communication | agile,15.6,93,70.4,8.2,2026,2,1,1,0,Upper-Mid ($150-200k)
AIJOB1258,NLP Engineer,AI Engineering,Senior,8,PhD,284000.0,145000,290000,Remote,Global,Hybrid,SME (51-500),Healthcare,transformers | hugging face | python | cloud,9.9,91,23.0,6.1,2025,12,1,1,0,Senior ($200-300k)
AIJOB1259,AI Agent Developer,AI Engineering,Senior,6,Bachelor's,348000.0,155000,290000,San Francisco,USA,Fully Remote,Mid-size (501-5000),Healthcare,autogen | langchain | api | git,14.0,96,71.3,8.6,2026,1,1,1,1,Elite (>$300k)
AIJOB1260,AI Compliance Manager,Governance,Senior,4,Master's,234000.0,100000,200000,Remote,Global,Fully Remote,Big Tech (FAANG+),Retail,risk management | auditing | documentation | problem solving | sql,9.7,68,13.9,9.4,2026,1,1,1,0,Senior ($200-300k)
AIJOB1261,Robotics Engineer (AI),Robotics,Mid,3,PhD,154000.0,125000,240000,Amsterdam,Netherlands,Hybrid,Enterprise (5000+),Finance,computer vision | python | control systems | c++ | simulation | agile | statistics,15.6,76,29.4,9.0,2026,3,0,1,0,Upper-Mid ($150-200k)
AIJOB1262,Senior ML Engineer,AI Engineering,Senior,9,Bachelor's,180000.0,180000,312000,Bangalore,India,On-site,SME (51-500),Education,system design | distributed systems | pytorch | llm fine-tuning | machine learning operations | sql | cloud | linux,16.5,96,45.3,6.8,2026,2,1,0,0,Upper-Mid ($150-200k)
AIJOB1263,Data Scientist,Data Science,Senior,5,Bootcamp/Self-taught,148000.0,138000,195000,Austin,USA,Hybrid,Startup (1-50),Retail,scikit-learn | sql | python | ml algorithms | leadership,6.6,92,72.2,7.7,2025,10,1,1,0,Mid ($100-150k)
AIJOB1264,RAG Engineer,AI Engineering,Mid,5,Bachelor's,256000.0,145000,280000,New York,USA,Hybrid,Enterprise (5000+),Retail,python | vector databases | large language models | langchain | research | sql,8.0,94,67.6,9.1,2026,1,0,1,1,Senior ($200-300k)
AIJOB1265,Multimodal AI Engineer,AI Engineering,Mid,9,Bachelor's,207000.0,160000,300000,Amsterdam,Netherlands,Hybrid,Enterprise (5000+),Media,pytorch | vision-language models | fine-tuning | leadership | sql | agile,17.4,90,21.4,8.5,2025,6,0,1,0,Senior ($200-300k)
AIJOB1266,RAG Engineer,AI Engineering,Senior,7,PhD,237000.0,145000,280000,London,UK,Hybrid,Enterprise (5000+),Healthcare,search systems | vector databases | langchain | python | agile,8.4,94,47.2,7.8,2026,1,1,1,1,Senior ($200-300k)
AIJOB1267,Data Scientist,Data Science,Entry,3,PhD,138000.0,138000,195000,Toronto,Canada,Hybrid,Mid-size (501-5000),Energy,data visualization | statistics | sql | cloud,9.4,92,21.2,6.1,2026,1,0,1,0,Mid ($100-150k)
AIJOB1268,Multimodal AI Engineer,AI Engineering,Senior,3,Bachelor's,160000.0,160000,300000,Bangalore,India,Fully Remote,Enterprise (5000+),Manufacturing,python | api | fine-tuning | pytorch | research | linux | cloud,17.1,90,10.3,6.6,2025,7,1,1,0,Upper-Mid ($150-200k)
AIJOB1269,Senior Data Scientist,Data Science,Entry,7,Associate's,157000.0,157000,218000,Beijing,China,Hybrid,Startup (1-50),Automotive,python | deep learning | advanced statistics | machine learning | git | statistics | research,6.0,90,17.1,8.9,2025,10,0,1,0,Upper-Mid ($150-200k)
AIJOB1270,AI Security Engineer,Security,Entry,8,Bootcamp/Self-taught,140000.0,140000,260000,Zurich,Switzerland,On-site,Enterprise (5000+),Technology,risk analysis | cybersecurity | ml security | red teaming | python | agile | statistics,17.9,80,5.1,8.9,2025,9,0,0,0,Mid ($100-150k)
AIJOB1271,NLP Engineer,AI Engineering,Entry,7,Master's,148000.0,145000,290000,Tokyo,Japan,Hybrid,Enterprise (5000+),Automotive,python | transformers | bert | large language models | hugging face | cloud | sql,3.3,91,15.6,9.0,2026,2,0,1,0,Mid ($100-150k)
AIJOB1272,Prompt Engineer,AI Engineering,Senior,2,Bachelor's,160000.0,90000,200000,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Media,natural language processing | testing | prompt design | documentation | communication,6.1,82,6.8,9.3,2025,4,1,1,1,Upper-Mid ($150-200k)
AIJOB1273,NLP Engineer,AI Engineering,Entry,5,Bachelor's,145000.0,145000,290000,Berlin,Germany,On-site,Enterprise (5000+),Automotive,python | text processing | transformers | bert | leadership | linux | statistics,8.4,91,69.0,8.6,2025,11,0,0,0,Mid ($100-150k)
AIJOB1274,LLM Engineer,AI Engineering,Senior,2,Master's,249000.0,160000,300000,Dubai,UAE,On-site,Startup (1-50),Energy,prompt engineering | vector databases | python | fine-tuning | research | communication | cloud,8.2,98,58.3,7.2,2026,2,1,0,1,Senior ($200-300k)
AIJOB1275,AI Research Scientist,Research,Entry,8,PhD,142000.0,115000,280000,New York,USA,Hybrid,Startup (1-50),Automotive,python | deep learning | publishing | git | cloud,11.7,88,24.9,9.0,2026,3,0,1,0,Mid ($100-150k)
AIJOB1276,AI Product Manager,Product,Mid,6,Bootcamp/Self-taught,144000.0,140000,260000,Boston,USA,Fully Remote,SME (51-500),Retail,product strategy | data analysis | stakeholder management | agile | statistics,12.2,85,16.8,8.3,2025,7,0,1,0,Mid ($100-150k)
AIJOB1277,Data Scientist,Data Science,Senior,3,Bootcamp/Self-taught,138000.0,138000,195000,Beijing,China,Fully Remote,SME (51-500),Healthcare,scikit-learn | python | ml algorithms | data visualization | statistics | sql | cloud | git,8.4,92,42.9,9.0,2026,1,1,1,0,Mid ($100-150k)
AIJOB1278,Data Engineer (AI),Data Engineering,Mid,6,Bootcamp/Self-taught,130000.0,130000,220000,Singapore,Singapore,Hybrid,Enterprise (5000+),Retail,airflow | feature stores | sql | python | etl | dbt | spark | agile | cloud | git,11.9,88,14.5,7.9,2025,4,0,1,0,Mid ($100-150k)
AIJOB1279,AI Engineer,AI Engineering,Entry,2,Bootcamp/Self-taught,100000.0,100000,250000,Paris,France,On-site,Startup (1-50),Media,cloud (aws/gcp/azure) | llm integration | docker | python | pytorch | agile,14.0,95,87.3,8.8,2025,7,0,0,0,Entry (<$100k)
AIJOB1280,Computer Vision Engineer,AI Engineering,Senior,9,Bootcamp/Self-taught,176000.0,145000,280000,Remote,Global,On-site,Startup (1-50),Media,python | opencv | cnns | pytorch | cuda | image processing | agile,7.8,87,28.0,6.9,2026,3,1,0,0,Upper-Mid ($150-200k)
AIJOB1281,Senior ML Engineer,AI Engineering,Mid,6,Master's,309000.0,180000,312000,Singapore,Singapore,Fully Remote,Big Tech (FAANG+),Technology,machine learning operations | python | distributed systems | pytorch | communication | agile | git,8.5,96,69.2,8.6,2026,1,0,1,0,Elite (>$300k)
AIJOB1282,Robotics Engineer (AI),Robotics,Mid,10,Associate's,125000.0,125000,240000,Zurich,Switzerland,Hybrid,SME (51-500),Finance,control systems | python | ros | leadership,13.8,76,29.7,7.5,2025,8,0,1,0,Mid ($100-150k)
AIJOB1283,AI Product Manager,Product,Senior,6,Associate's,252000.0,140000,260000,Zurich,Switzerland,Hybrid,Big Tech (FAANG+),Finance,data analysis | agile | stakeholder management | product strategy | ai literacy | linux,9.1,85,18.7,7.6,2025,7,1,1,0,Senior ($200-300k)
AIJOB1284,Data Engineer (AI),Data Engineering,Entry,5,Bachelor's,130000.0,130000,220000,Dubai,UAE,On-site,Startup (1-50),Government,feature stores | etl | sql | airflow | git,8.9,88,19.9,9.7,2025,6,0,0,0,Mid ($100-150k)
AIJOB1285,AI Solutions Architect,Architecture,Entry,15,Bootcamp/Self-taught,180000.0,180000,320000,Chicago,USA,On-site,Enterprise (5000+),Research,cloud | python | system design | leadership | machine learning | enterprise architecture | linux,15.6,84,21.1,6.0,2025,8,0,0,0,Upper-Mid ($150-200k)
AIJOB1286,Data Engineer (AI),Data Engineering,Entry,7,Bootcamp/Self-taught,130000.0,130000,220000,Los Angeles,USA,Hybrid,SME (51-500),Manufacturing,airflow | python | spark | feature stores | problem solving | leadership,8.4,88,26.2,7.2,2026,1,0,1,0,Mid ($100-150k)
AIJOB1287,NLP Engineer,AI Engineering,Senior,8,PhD,267000.0,145000,290000,Remote,Global,Hybrid,SME (51-500),Healthcare,bert | large language models | transformers | text processing | problem solving | leadership | git,4.9,91,68.5,8.3,2025,6,1,1,0,Senior ($200-300k)
AIJOB1288,AI Compliance Manager,Governance,Senior,5,PhD,153000.0,100000,200000,Toronto,Canada,Fully Remote,Startup (1-50),Finance,auditing | eu ai act | documentation | risk management | cloud | linux,17.9,68,22.7,7.5,2025,12,1,1,0,Upper-Mid ($150-200k)
AIJOB1289,Robotics Engineer (AI),Robotics,Senior,6,PhD,175000.0,125000,240000,Sydney,Australia,On-site,SME (51-500),Energy,c++ | python | ros | control systems | simulation | sql,16.9,76,25.0,8.3,2026,3,1,0,0,Upper-Mid ($150-200k)
AIJOB1290,AI Product Manager,Product,Senior,10,PhD,140000.0,140000,260000,Beijing,China,Hybrid,Startup (1-50),Education,data analysis | agile | product strategy | ai literacy | stakeholder management | problem solving | linux | git,15.8,85,9.7,8.5,2026,1,1,1,0,Mid ($100-150k)
AIJOB1291,Prompt Engineer,AI Engineering,Entry,2,Bachelor's,127000.0,90000,200000,Sydney,Australia,On-site,Big Tech (FAANG+),Consulting,llm api | natural language processing | testing | prompt design | documentation | python | research,5.1,82,5.3,9.5,2025,11,0,0,1,Mid ($100-150k)
AIJOB1292,AI Research Scientist,Research,Entry,7,Associate's,115000.0,115000,280000,Chicago,USA,Fully Remote,Mid-size (501-5000),Retail,deep learning | pytorch | mathematics | communication | cloud | statistics,8.9,88,18.6,8.5,2025,5,0,1,0,Mid ($100-150k)
AIJOB1293,AI Research Scientist,Research,Senior,4,Master's,258000.0,115000,280000,Paris,France,Hybrid,Big Tech (FAANG+),Retail,publishing | research | pytorch | deep learning | problem solving,11.5,88,27.4,6.3,2026,3,1,1,0,Senior ($200-300k)
AIJOB1294,Prompt Engineer,AI Engineering,Senior,5,PhD,240000.0,90000,200000,Seattle,USA,On-site,Mid-size (501-5000),Education,prompt design | python | natural language processing | llm api | documentation | leadership | git | communication,5.2,82,20.9,7.1,2025,2,1,0,1,Senior ($200-300k)
AIJOB1295,Multimodal AI Engineer,AI Engineering,Mid,8,Bootcamp/Self-taught,160000.0,160000,300000,Beijing,China,Fully Remote,Startup (1-50),Healthcare,python | vision-language models | api | statistics | agile,13.9,90,9.4,8.4,2025,8,0,1,0,Upper-Mid ($150-200k)
AIJOB1296,LLM Engineer,AI Engineering,Senior,3,Associate's,239000.0,160000,300000,Sydney,Australia,Fully Remote,Enterprise (5000+),Consulting,llm api | vector databases | retrieval augmented generation | python | prompt engineering | git,8.5,98,29.0,8.6,2026,1,1,1,1,Senior ($200-300k)
AIJOB1297,MLOps Engineer,ML Operations,Mid,6,PhD,182000.0,130000,260000,Austin,USA,Hybrid,Mid-size (501-5000),Retail,mlflow | monitoring | kubernetes | docker | communication | problem solving,13.4,93,31.8,6.9,2025,6,0,1,0,Upper-Mid ($150-200k)
AIJOB1298,Data Scientist,Data Science,Senior,2,Associate's,182000.0,138000,195000,Dubai,UAE,Hybrid,Enterprise (5000+),Media,sql | ml algorithms | statistics | scikit-learn | python | data visualization | problem solving | linux,3.1,92,34.6,7.3,2026,3,1,1,0,Upper-Mid ($150-200k)
AIJOB1299,Data Engineer (AI),Data Engineering,Senior,5,Associate's,213000.0,130000,220000,Chicago,USA,Hybrid,Big Tech (FAANG+),Automotive,spark | dbt | airflow | cloud | agile | statistics,9.0,88,26.5,7.5,2025,8,1,1,0,Senior ($200-300k)
AIJOB1300,Data Scientist,Data Science,Mid,6,Bachelor's,140000.0,138000,195000,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Consulting,sql | statistics | scikit-learn | python | data visualization | problem solving | cloud,9.7,92,46.4,8.2,2026,2,0,1,0,Mid ($100-150k)
AIJOB1301,AI Solutions Architect,Architecture,Entry,6,Bootcamp/Self-taught,246000.0,180000,320000,San Francisco,USA,Fully Remote,Enterprise (5000+),Automotive,leadership | system design | enterprise architecture | cloud | machine learning | python | sql,10.6,84,28.8,8.7,2026,1,0,1,0,Senior ($200-300k)
AIJOB1302,AI Product Manager,Product,Senior,6,Bootcamp/Self-taught,190000.0,140000,260000,Sydney,Australia,On-site,Enterprise (5000+),Consulting,stakeholder management | product strategy | data analysis | leadership | cloud | sql,12.9,85,12.3,8.1,2026,1,1,0,0,Upper-Mid ($150-200k)
AIJOB1303,Deep Learning Engineer,AI Engineering,Senior,9,Associate's,161000.0,141000,270000,Paris,France,Hybrid,SME (51-500),Education,python | tensorflow | gpu computing | cuda | pytorch | cloud | communication,3.3,89,25.6,8.8,2025,3,1,1,0,Upper-Mid ($150-200k)
AIJOB1304,Robotics Engineer (AI),Robotics,Senior,8,Associate's,155000.0,125000,240000,Amsterdam,Netherlands,Fully Remote,Startup (1-50),Research,ros | c++ | simulation | computer vision | python | control systems | communication | leadership | statistics,12.3,76,9.3,7.4,2026,3,1,1,0,Upper-Mid ($150-200k)
AIJOB1305,Senior ML Engineer,AI Engineering,Senior,11,Associate's,180000.0,180000,312000,Amsterdam,Netherlands,On-site,SME (51-500),Automotive,distributed systems | machine learning operations | pytorch | leadership | statistics,16.4,96,16.6,6.3,2026,2,1,0,0,Upper-Mid ($150-200k)
AIJOB1306,Robotics Engineer (AI),Robotics,Senior,6,Bachelor's,125000.0,125000,240000,Bangalore,India,Hybrid,Enterprise (5000+),Education,c++ | control systems | simulation | research,11.8,76,16.9,9.4,2025,7,1,1,0,Mid ($100-150k)
AIJOB1307,Senior Data Scientist,Data Science,Senior,9,Master's,261600.0,157000,218000,New York,USA,On-site,SME (51-500),Automotive,leadership | deep learning | causal inference | advanced statistics | problem solving | cloud | communication,3.5,90,29.1,6.7,2025,11,1,0,0,Senior ($200-300k)
AIJOB1308,Prompt Engineer,AI Engineering,Entry,1,Bootcamp/Self-taught,129000.0,90000,200000,Seattle,USA,Hybrid,Enterprise (5000+),Healthcare,python | documentation | testing | llm api | natural language processing | prompt design | cloud,9.6,82,16.1,7.2,2025,10,0,1,1,Mid ($100-150k)
AIJOB1309,Robotics Engineer (AI),Robotics,Senior,8,PhD,125000.0,125000,240000,Beijing,China,Fully Remote,Enterprise (5000+),Manufacturing,simulation | c++ | python | computer vision | control systems | problem solving,12.5,76,16.5,7.0,2026,1,1,1,0,Mid ($100-150k)
AIJOB1310,AI Compliance Manager,Governance,Senior,10,Bootcamp/Self-taught,175000.0,100000,200000,London,UK,On-site,Enterprise (5000+),Manufacturing,eu ai act | documentation | auditing | legal knowledge | cloud | research,14.0,68,13.8,7.1,2025,8,1,0,0,Upper-Mid ($150-200k)
AIJOB1311,AI Compliance Manager,Governance,Entry,3,Associate's,100000.0,100000,200000,Los Angeles,USA,Hybrid,SME (51-500),Research,eu ai act | documentation | legal knowledge | auditing | risk management | cloud | statistics,10.4,68,12.3,7.0,2025,6,0,1,0,Entry (<$100k)
AIJOB1312,AI Agent Developer,AI Engineering,Mid,3,PhD,215000.0,155000,290000,Amsterdam,Netherlands,On-site,Mid-size (501-5000),Education,tool use | api | python | autogen | sql | problem solving | agile,18.0,96,68.8,6.3,2026,2,0,0,1,Senior ($200-300k)
AIJOB1313,AI Business Analyst,Business,Entry,8,Bachelor's,96000.0,95000,180000,Singapore,Singapore,Fully Remote,Enterprise (5000+),Research,communication | data visualization | python | sql | business analysis | git | statistics,15.9,78,11.9,7.6,2025,5,0,1,0,Entry (<$100k)
AIJOB1314,AI Ethics Officer,Governance,Entry,10,Associate's,110000.0,110000,210000,Zurich,Switzerland,Fully Remote,Enterprise (5000+),Healthcare,communication | ai policy | risk assessment | ethics frameworks | research | cloud | leadership,8.2,72,14.3,6.5,2026,3,0,1,0,Mid ($100-150k)
AIJOB1315,AI Business Analyst,Business,Entry,7,PhD,95000.0,95000,180000,Singapore,Singapore,On-site,Startup (1-50),Research,python | sql | business analysis | problem solving,12.2,78,12.1,6.1,2025,8,0,0,0,Entry (<$100k)
AIJOB1316,Multimodal AI Engineer,AI Engineering,Senior,3,Master's,360000.0,160000,300000,London,UK,Hybrid,Big Tech (FAANG+),Government,python | pytorch | fine-tuning | api | leadership,11.1,90,12.7,9.3,2025,10,1,1,0,Elite (>$300k)
AIJOB1317,Senior ML Engineer,AI Engineering,Senior,9,Master's,246000.0,180000,312000,Berlin,Germany,Fully Remote,Enterprise (5000+),Research,pytorch | python | distributed systems | machine learning operations | system design | git | sql,9.7,96,67.7,9.0,2026,1,1,1,0,Senior ($200-300k)
AIJOB1318,Data Engineer (AI),Data Engineering,Senior,8,Bootcamp/Self-taught,264000.0,130000,220000,Seattle,USA,On-site,Big Tech (FAANG+),Consulting,airflow | sql | python | spark | dbt | feature stores | git | leadership,9.4,88,17.9,6.7,2026,2,1,0,0,Senior ($200-300k)
AIJOB1319,AI Compliance Manager,Governance,Entry,8,PhD,126000.0,100000,200000,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Research,risk management | eu ai act | auditing | documentation | legal knowledge | problem solving | sql | agile,15.9,68,6.9,6.6,2026,2,0,1,0,Mid ($100-150k)
AIJOB1320,AI Product Manager,Product,Entry,10,Bootcamp/Self-taught,151000.0,140000,260000,Singapore,Singapore,Fully Remote,Big Tech (FAANG+),Media,ai literacy | data analysis | stakeholder management | product strategy | agile | communication | git,15.7,85,23.3,9.8,2026,1,0,1,0,Upper-Mid ($150-200k)
AIJOB1321,Computer Vision Engineer,AI Engineering,Senior,5,Master's,199000.0,145000,280000,Sydney,Australia,On-site,SME (51-500),Healthcare,opencv | python | pytorch | cnns | cuda | communication | sql | git,5.2,87,16.8,6.7,2025,2,1,0,0,Upper-Mid ($150-200k)
AIJOB1322,MLOps Engineer,ML Operations,Mid,8,Master's,130000.0,130000,260000,Sydney,Australia,On-site,Startup (1-50),Automotive,docker | kubernetes | python | mlflow | monitoring | sql,11.1,93,15.7,7.7,2025,12,0,0,0,Mid ($100-150k)
AIJOB1323,Data Scientist,Data Science,Senior,4,PhD,234000.0,138000,195000,New York,USA,Fully Remote,Big Tech (FAANG+),Manufacturing,sql | scikit-learn | data visualization | ml algorithms | statistics | agile,5.1,92,72.2,8.8,2025,10,1,1,0,Senior ($200-300k)
AIJOB1324,Data Scientist,Data Science,Senior,5,PhD,233000.0,138000,195000,Austin,USA,Hybrid,Enterprise (5000+),Consulting,ml algorithms | python | data visualization | scikit-learn | statistics | cloud,7.3,92,16.3,9.4,2026,3,1,1,0,Senior ($200-300k)
AIJOB1325,Generative AI Engineer,AI Engineering,Mid,7,PhD,171000.0,150000,295000,Dubai,UAE,Hybrid,SME (51-500),Healthcare,diffusion models | large language models | generative ai api | leadership | linux,14.3,95,51.4,9.5,2026,3,0,1,1,Upper-Mid ($150-200k)
AIJOB1326,LLM Engineer,AI Engineering,Senior,3,Master's,160000.0,160000,300000,Beijing,China,On-site,Big Tech (FAANG+),Energy,retrieval augmented generation | prompt engineering | python | fine-tuning | vector databases | statistics,7.6,98,61.3,9.5,2026,2,1,0,1,Upper-Mid ($150-200k)
AIJOB1327,AI Ethics Officer,Governance,Senior,6,Bachelor's,220000.0,110000,210000,Austin,USA,Hybrid,SME (51-500),Energy,ai policy | research | ethics frameworks | agile | statistics,9.3,72,25.1,8.1,2026,1,1,1,0,Senior ($200-300k)
AIJOB1328,RAG Engineer,AI Engineering,Senior,7,PhD,202000.0,145000,280000,Singapore,Singapore,Fully Remote,Startup (1-50),Technology,large language models | search systems | python | linux | leadership | cloud,3.3,94,55.3,6.7,2026,1,1,1,1,Senior ($200-300k)
AIJOB1329,Computer Vision Engineer,AI Engineering,Senior,7,PhD,336000.0,145000,280000,San Francisco,USA,Hybrid,Enterprise (5000+),Research,cnns | image processing | pytorch | python | cuda | opencv | leadership,5.3,87,14.8,8.6,2025,2,1,1,0,Elite (>$300k)
AIJOB1330,LLM Engineer,AI Engineering,Senior,6,Master's,260000.0,160000,300000,Toronto,Canada,On-site,Mid-size (501-5000),Finance,prompt engineering | vector databases | retrieval augmented generation | fine-tuning | llm api | python | problem solving | communication,7.6,98,18.8,8.5,2026,1,1,0,1,Senior ($200-300k)
AIJOB1331,AI Business Analyst,Business,Entry,2,Master's,119000.0,95000,180000,San Francisco,USA,On-site,Startup (1-50),Energy,data visualization | business analysis | communication | python | problem solving,13.1,78,10.2,6.5,2026,2,0,0,0,Mid ($100-150k)
AIJOB1332,AI Security Engineer,Security,Mid,7,Associate's,140000.0,140000,260000,Bangalore,India,Hybrid,Mid-size (501-5000),Retail,cybersecurity | risk analysis | ml security | python | sql | statistics | communication,13.6,80,19.7,9.4,2026,2,0,1,0,Mid ($100-150k)
AIJOB1333,AI Ethics Officer,Governance,Senior,10,Master's,167000.0,110000,210000,Los Angeles,USA,Hybrid,Startup (1-50),Government,ai policy | ethics frameworks | communication | risk assessment | leadership | cloud | statistics,9.5,72,27.3,7.4,2026,3,1,1,0,Upper-Mid ($150-200k)
AIJOB1334,Robotics Engineer (AI),Robotics,Mid,4,Associate's,140000.0,125000,240000,Chicago,USA,Hybrid,SME (51-500),Media,python | simulation | c++ | ros | cloud,12.3,76,23.2,8.6,2026,2,0,1,0,Mid ($100-150k)
AIJOB1335,Prompt Engineer,AI Engineering,Entry,3,Associate's,140000.0,90000,200000,Remote,Global,On-site,Big Tech (FAANG+),Healthcare,testing | llm api | natural language processing | documentation | python | statistics | research | problem solving,5.5,82,10.0,9.6,2025,6,0,0,1,Mid ($100-150k)
AIJOB1336,Multimodal AI Engineer,AI Engineering,Mid,6,Associate's,209000.0,160000,300000,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Consulting,fine-tuning | api | vision-language models | python | git | agile | cloud,17.3,90,15.7,7.2,2025,12,0,1,0,Senior ($200-300k)
AIJOB1337,AI Agent Developer,AI Engineering,Senior,3,Bootcamp/Self-taught,348000.0,155000,290000,Boston,USA,Hybrid,Big Tech (FAANG+),Finance,planning systems | tool use | autogen | langchain | python | cloud | agile,12.4,96,58.7,6.9,2026,1,1,1,1,Elite (>$300k)
AIJOB1338,AI Business Analyst,Business,Mid,5,Bachelor's,147000.0,95000,180000,Los Angeles,USA,Hybrid,Mid-size (501-5000),Consulting,sql | communication | business analysis | problem solving | research,9.7,78,12.0,6.5,2025,9,0,1,0,Mid ($100-150k)
AIJOB1339,Generative AI Engineer,AI Engineering,Mid,6,Bootcamp/Self-taught,196000.0,150000,295000,Los Angeles,USA,Fully Remote,Mid-size (501-5000),Consulting,large language models | deployment | fine-tuning | sql | git,17.7,95,35.0,9.0,2025,5,0,1,1,Upper-Mid ($150-200k)
AIJOB1340,Robotics Engineer (AI),Robotics,Senior,6,Master's,246000.0,125000,240000,San Francisco,USA,Hybrid,Startup (1-50),Manufacturing,control systems | computer vision | simulation | c++ | python | statistics,12.2,76,5.4,6.9,2025,7,1,1,0,Senior ($200-300k)
AIJOB1341,ML Engineer,AI Engineering,Senior,9,PhD,137000.0,120000,280000,Beijing,China,Fully Remote,Enterprise (5000+),Research,machine learning operations | pytorch | python | tensorflow | communication | cloud,11.0,97,56.9,6.4,2026,3,1,1,0,Mid ($100-150k)
AIJOB1342,AI Security Engineer,Security,Senior,8,Master's,305000.0,140000,260000,Singapore,Singapore,Hybrid,Enterprise (5000+),Technology,cybersecurity | ml security | risk analysis | red teaming | python | communication | leadership | problem solving,12.5,80,26.9,8.1,2025,3,1,1,0,Elite (>$300k)
AIJOB1343,LLM Engineer,AI Engineering,Senior,4,Master's,340000.0,160000,300000,Chicago,USA,Fully Remote,Enterprise (5000+),Education,retrieval augmented generation | prompt engineering | fine-tuning | llm api | vector databases | python | leadership | sql,3.6,98,72.0,8.1,2026,1,1,1,1,Elite (>$300k)
AIJOB1344,RAG Engineer,AI Engineering,Senior,2,Bootcamp/Self-taught,196000.0,145000,280000,Dubai,UAE,On-site,Startup (1-50),Manufacturing,search systems | large language models | langchain | python | problem solving | linux,3.7,94,82.0,8.4,2025,11,1,0,1,Upper-Mid ($150-200k)
AIJOB1345,AI Compliance Manager,Governance,Senior,10,Associate's,171000.0,100000,200000,London,UK,Hybrid,Big Tech (FAANG+),Manufacturing,legal knowledge | documentation | risk management | auditing | sql | research | problem solving,15.3,68,11.6,9.0,2025,5,1,1,0,Upper-Mid ($150-200k)
AIJOB1346,NLP Engineer,AI Engineering,Senior,9,Bootcamp/Self-taught,274000.0,145000,290000,Amsterdam,Netherlands,Fully Remote,Big Tech (FAANG+),Government,transformers | python | bert | large language models | research,7.9,91,36.8,6.4,2025,10,1,1,0,Senior ($200-300k)
AIJOB1347,AI Solutions Architect,Architecture,Entry,11,Bachelor's,180000.0,180000,320000,Zurich,Switzerland,Hybrid,Startup (1-50),Consulting,python | enterprise architecture | cloud | leadership | machine learning | git,13.4,84,8.3,7.3,2025,9,0,1,0,Upper-Mid ($150-200k)
AIJOB1348,AI Product Manager,Product,Entry,9,Master's,140000.0,140000,260000,Sydney,Australia,Hybrid,Mid-size (501-5000),Energy,agile | stakeholder management | product strategy | ai literacy | data analysis | statistics | research | communication,9.5,85,26.5,8.0,2026,2,0,1,0,Mid ($100-150k)
AIJOB1349,Robotics Engineer (AI),Robotics,Senior,7,Bootcamp/Self-taught,288000.0,125000,240000,San Francisco,USA,Fully Remote,Big Tech (FAANG+),Media,c++ | control systems | ros | simulation | python | computer vision | linux,10.6,76,21.0,9.0,2026,1,1,1,0,Senior ($200-300k)
AIJOB1350,Deep Learning Engineer,AI Engineering,Entry,4,PhD,141000.0,141000,270000,Paris,France,Fully Remote,Enterprise (5000+),Research,neural networks | gpu computing | cuda | tensorflow | python | research | problem solving,8.7,89,11.1,7.1,2026,3,0,1,0,Mid ($100-150k)
AIJOB1351,AI Product Manager,Product,Entry,7,Associate's,140000.0,140000,260000,Bangalore,India,Fully Remote,Mid-size (501-5000),Energy,stakeholder management | agile | product strategy | data analysis | sql | communication,9.0,85,6.9,7.3,2026,3,0,1,0,Mid ($100-150k)
AIJOB1352,ML Engineer,AI Engineering,Entry,7,Bootcamp/Self-taught,150000.0,120000,280000,Boston,USA,Hybrid,Enterprise (5000+),Manufacturing,machine learning operations | kubernetes | sql | problem solving | linux | statistics,12.0,97,66.4,6.4,2026,3,0,1,0,Mid ($100-150k)
